,Question,Answer
70,is it fair that the poor pay less tax than the middle class and rich?,"in my subjective opinion? yes, i think that is fair. the broadest shoulders should carry the heaviest loads. however, one of my pet ‘hobbyhorse’ ideas recently is what the ‘fair’ ratio is for tax burdens. in the uk, the top 20% pay tax at almost exactly 50 times the rate of the bottom 20%. is that ratio right? or should it be higher or lower? because if we can reach broad consensus on what the correct ratio is, then we can keep our taxation levels ‘fair’ in lockstep. the difficulty with the current state of affairs is that there is an assumption that every change to the tax code should increase taxes on higher earners and reduce taxes on lower earners. if it doesn’t then it is attacked as ‘regressive’. that may be correct with the way our tax is current structured - but presumably we cannot continue to change the tax burden on that basis indefinitely. there must be some point at which we have reached the optimum desirable ratio of sharing the tax burden between higher earners, lower earners and those who sit at various points in between. but nobody ever seems interesting in trying to discuss what exactly that ratio should be. curious."
71,what is the one thing that rich people buy first?,"what is the one thing that rich people buy first? time. and you might think rolex. meh. my most expensive watch is a zany little franc mueller. i set a goal to be able to buy it. which was nice. but it never leaves my bedroom, so what’s the point of having it at all? even when i was earning money like a madman, i had the simple timex at the top. still wear it. (though, i guess i’ve been wearing a smartwatch for about 6 months. i’m… torn. i like having the data. but, i just want the simplicity of a watch.) no, i mean actual time. watches are just stuff. cars are stuff. houses are just places. but your personal inventory of time is depleting rapidly. if you want to do anything, you better start protecting your limited supply of time. i don’t have as much money as i once did, by far. but i do remember how money made life easier. and today? i would use much of that to reclaim my time. a personal assistant? a good pa is really life-changing. some of my friends in nyc lament their pa—usually a series of multiple pas—endlessly. it’s because they don’t know what they’re doing and they don’t really value what a good pa can do for them. they think they can pay something like $36,000 as a salary for a pa, and that’s just $#@^ing absurd. if you are rich, a good—and trustworthy—pa is worth his or her weight in gold. if you can pay for that, you should happily do so. (and this is before we start talking about family offices, which i think is a bit beyond the question.) a personal shopper? ugh, please. errands. i hate sundry errands. it turns into analysis paralysis for me. it’s worth money to me to have the decision in progress, and to then to make the decision about the result. i will trust your judgment. please, go do it! a private chef? absolutely. i love to cook, but it is terribly time-consuming. an ever-changing schedule makes it even more difficult. and there is the risk, that you eat poorly. and so, it’s not just time-management but becomes a health management. if you can, you might happily pay someone to feed you like a barnyard animal. a gardener? i love my garden. i find enjoyment in keeping it and all the fresh things that come out of it. but, let’s be real. it takes time. and as some scale, it becomes unmanageable. personally, i would much rather employ someone to keep it running, so that i can have the benefits of it regularly and still enjoy it when i want to. the salary for a part-time gardener is about the same as a new rolex. which would i care more about? pfff."
72,do children of poor parents start so far behind rich kids that it's almost impossible for them to catch up?,"think about it this way… poor boy vs. rich boy poor boy: household income is less than $40,000 usd. this is poverty level in my county. he is a very talented musician. his parents can’t afford lessons to improve his skills. he resorts to watching youtube and practices on a piece of crap, used instrument. struggles academically, parents can’t afford tutoring. starts to feel that he is falling behind in everything. anxiety increases from relentless stress. no real after-school activities, like sports, until middle school and even those require quite a bit of money for equipment and other costs. parents have rent to pay, frivolous after school programs are not realistic. rich boy: parents have combined income of $180,000. that makes you an upper class citizen in my area. very talented musician. parents have a music teacher come twice a week for one hour each session. the child also has a special room in the house just for his music, filled with a computer desk, music stands, several instruments of the same type in case one breaks a string or whatever else. the room is nearly soundproof and has beautifully painted walls with music notes flying everywhere. there are recording devices attached to the computer so the child can practice and show his instructor that he did work. struggles academically. parents hire a top-rated student to come and tutor the child. child grows up, parents get him a specialized standardized testing teacher (act, sat, etc) to prepare for the most important tests in their schooling life. after school activities keep the child busy and away from home until 5–6pm everyday. karate, sports clinics of all kinds, soccer, wrestling, fencing, boxing and whatever else. the parents can’t be home so he has to do these things. now… who do you think will get ahead most of the time? of course, the child with stronger financial backing. hard work only gets you so far. what if you’re rich and a hard worker? you’re only going to improve exponentially faster. there is no denying this. before you complain about my post, read these links. if you have information to debunk, feel free to share. money is better than intellect for predicting who will succeed in life “rich children of average intelligence are more likely to succeed in life than brilliant people born into poor families, according to a new genetic study that focuses on the intersection of genes and economics.” “ultimately, less than a quarter (24 percent) of high-potential people born to low-income fathers graduated from college, compared to 63 percent of those born to high-income fathers.” “by many measures, poor kids participated in fewer educationally enriching activities over the summer than middle class and wealthy kids. only 7 percent of poor kids and 13 percent of ‘near’ poor kids (families of four living on an income of $22,000 to $44,000 a year) went to summer camp. roughly 40 percent of non-poor kids – middle class and wealthy – attended summer camp. the poor were less likely to go on cultural outings. for example, only 32 percent of poor kids and 44 percent of ‘near’ poor kids went to an art gallery, a museum or a historical site over the summer. almost two-thirds, or 63 percent of non-poor kids, did. only 15 percent of poor kids attended a concert or a play. one third of non-poor kids did.” “lower-achieving pupils from rich families earn more than talented poorer children, the education secretary has admitted.” “a few years ago, sean reardon (2012) of stanford university published an analysis of the findings of many studies showing, over all, that the gap in achievement test scores between students from the richest 10% of families and the poorest 10% grew by 40 to 50 percent between the mid 1970s and the early 2000s.. the gap exists at all grade levels, but is much larger in the later years of schooling than in the early years. by the middle of high school, the average test scores for students from the bottom 10% in income are three to six grade levels (depending on the type of test) below those of students from the top 10% in income.”"
73,would you prefer to earn 10 cents every minute for lifetime or instantly gain 1 million dollars?,"i’ll take the million. 10 cents a minute is just over $50,000 a year. that’s pretty close to a wash in terms of buying an annuity, but i have more options with the lump sum. plus, in my country a lump sum is probably not likely to be taxable, whereas a recurrent income stream is almost certainly going to get me hit up for income tax."
74,what makes czech republic one of the richest countries in europe?,"although czechia is clearly a developed country without any doubts. it isn't “one of the richest countries in europe"" so far. czechia is more less average eu country in the most metrics, pretty stable, calm and safe on the international and daily basis too. czechia is one of the 30 most developed countries on the planet…. is it nice there? yep. is it comfortable place for life? definitely. are there tens thousand of ppl who wanna relocate there every year? yes. is there very low unemployment, developed social state, good schools and healthcare? are you still doubts? without any pathetic nationalism, you are really lucky if you could live there no just from global but from european perspective too, because the vast majority of planet could just dream about something like this… how bad is it??? vojta rod · 2y how bad is it to live in czechia?seriously bad. i don't understand why anyone would live in this wasteland in the middle of central europe!!! 1 2 the empty main town square in small central bohemian town kouřim where all locals committed mass suicide because they realized their really pathetic existence. these events are quite common since the author posts this question here in quora… they can not live in such a terrible place anymore… we suffer under prosperity, developed system of social security, very good universal health care and education. we have a problem with low criminality and extremely low violent criminality. 3 awful maternity clinic where the daughter of my boss was born a couple of days ago. his wife suffers under world-class experts and it was covered by damn mandatory health insurance! i am so surprised they survived! 4 we have damn social protection and system of public transport literally everywhere and terribly low social differences compare to other developed countries… 5 we have to survive four seasons :( 6 most of us have to live in awful old houses that we haven't demolish yet. moreover more than 80 % of us own (at least) house or flat where we live and own summer houses, farm land or another properties are very common too. you know, poor people… 7 you could expect. “guys, if your past so sucks, present/future will be better”… no, it´s awful too. 8 we discovered fire last year and hopefully, the electricity will come very soon to our houses, maybe next year… (the street where i live) 9 we have awful national parks, natural reserves and wait for it!!!! gardens everywhere, so depressive gardens and people who do not have gardens have often awful flowers. 10 and i almost forget czechs are terribly educated people who love friends, hobbies, pets so generally speaking total trashy part of the human race. 11 czechs are so boring, lazy and terrible people. they don´t do anything interesting just drink beer and eat schnitzels… 12 czech society is generally speaking so backward so we imprisoned and burned people with magic electronic boxes yesterday (they called it cellphones) 13 everyone really cares, if you are christian, atheist or jew. it´s such a serious topic that most locals didn´t answer a religion question in regular national survey… it´s so bad, no fights between people because of religion… 14 people enjoy so much freedom. no!!! 15 locals are so racist and xenophobic. i don´t know what we do first? maybe push my indian flatmate under a tram. break shop window of italian bistro near my office. i could punch a ukrainian shop assistant from the local supermarket or attack vietnamese who run fast food in our street or i can choose from so many tourists! or should i focus on gays/lesbians, handicapped people, feminists, redhead? there are so many options and millions of attacks everyday… 16 we don't have heating in our houses so we have to make an open fire on the floor and find anything that burns. i found this room full of paper and parchment… some old garbage again… i don´t have to look for wood anymore! 17 this land is so terrible that the number of foreigners who live here rises every year. people from other countries hate this land so much that tens of thousands of foreign students want to study in our schools and a lot of them stay there after graduation and this awful place visit more foreign tourists than the population of the country every year. 18 we have over-filled deposits by old garbage everywhere…you know museums, galleries, librariers, art centers, theaters… useless! 19 tens of thousands of us have to work in labs and design studios and millions of others in offices or shops like slaves :/ 20 we suffer under the lowest unemployment in the eu and we have to spend our money in shops and buy nonsenses… 21 many of us suffer during hiking and cycling or other sports. i am going to go to a trip and i don't know if i survive tomorrow! 22 local nature is extremely dangerous and there are disasters every day. you can not go to nature because it´s so risky :(. for example, several of my relatives were killed by roebucks :/ 23 we face huge challenges every day. for example what kind of ice cream we will get! i got lemon but it was practically a life challenge! i am so proud of me. #firstworldproblems 24 we suffer… a lot, because except for all possible international cuisines, all types of meats, fruits, and the food we have to eat local cuisine too. it´s very similar like austrian or bavarian (south german) cuisine… awful… 25 politicians just talk and discuss… you know unitary parliamentary democracy… no, a strong leader or leading party that solves everything… it sucks! 26 locals news have so serious stories like stuck people in an elevator or reconstruction of highway d1 (no, it's seriously a nightmare…) 27 who wanna live in such a terrible place like this? make career, start a family, bringing up kids and get old. i don´t so i wanna definitely emigrate somewhere else. so i will load my stuff on my horse and leave this hell forever! 28 man! i hate this land so much!!!! *facepalm* hope, everybody understands i am sarcastic…i hope so :d if you wanna know more about life in our tiny hell check links below or ask me in the comment section: vojta rod's answer to what is it like to live in czechia? czech republic - wikipedia vojta rod's answer to is the czech republic good and economical for living? vojta rod's answer to what are some amazing facts about your country? vojta rod's answer to why is czechia such a safe country? vojta rod's answer to what are some things people get wrong about your country? have you ever thought of hell? i see it every day! xd 29 note mainly for non-european users: you don´t know but a lot of your imagination about europe is based on czech republic/czechia. why? 30 hundreds of global movies, series and commercials were made there. cz often cover other european location from movie casino royale or the chronicles of narnia, music clips of linkin park or kaney west to commercials of apple, htc or sony…. apple loves cz… a lot… 31 one old legend even claims that czechia doesn't exist and it's just a huge movie decoration... maybe … more in the video below… you maybe noticed, czech municipalities look very historical and yes, you are right. it has four major reasons. first, two are connected mainly to history - czech lands were one of the less damaged areas in europe during ww2 and despite extensive damage and decline of the country during ussr occupation, buildings mostly gradually fell apart during this age but we prefer reconstruction/rebuilding so we save literally ruined buildings/districts from demolition. another reason is a very strict law that protects historic buildings and finally kind of czech “traditional” attitude to architecture. 32 czechia is quite a small country but for your better imagination. this is the map of town/city protected reservations (strict protection) and zones (little bit less strict protection). these are not just a single building or complex but whole urban areas. there are more than 600 cities, towns, villages, landscapes, and archeological areas with this special type of extra protection. random example - manětín (pilsen region, western bohemia) general description: a unique document of the baroque concept of the town with landscape connections. an untouched composition of a terraced square, the south side of which forms the chateau. significant are the untouched baroque and late baroque buildings, sacral architecture, and rich sculptural decoration. so finally, guys without any primitive nationalism or optimism. locals are so lucky because there are not so many countries with similar or better conditions that we have there. the majority of the world could just dream about the standards and possibilities we have. so i feel damn lucky, i was born there. i'm my biggest limit… description of pics: 1. sand “dune” near vlkov village, 0,8 hectare located in south bohemia 2. prague-podolí maternity hospital opened in 1914 3. a grammar school in znojmo 4. underground so-called “new hall” of the main prague railway station 5. somewhere near broumov town, eastern bohemia. 6. kutná hora located in central bohemia (20 558 ppl) 7. congress center in zlín, eastern moravia 8. picture from game kingdom come: deliverance by warhorse studios based on real area and municipalities located in central bohemia…in the early 15th century. 9. town park michalov, located in přerov town, founded 1904, central moravia 10. some wine festival. there are tons of events like this. idk :d 11. exhibition of preciosa company focused on production and design of crystal glass 12. fire… no, it´s pics from walpurgis night 13. flying spaghetti monster 14. concert during national holiday 17 november - struggle for freedom and democracy day celebrating the fight of czechs against nazi and communist totalitarian regimes in the 20th century 15. anna nguyen in her banyan restaurant located in moritz gallery olomouc 16. strahov library 17. rector's of brno university of technology, south moravia 18. the crest hall of olomouc archdiocesan museum, central moravia 19. spadia laboratories in nový jičín, north moravia 20. shopping mall nisa located in liberec, north bohemia 21. tourists under gothic castle kost, eastern bohemia 22. cute roebuck 23. ice cream 24. schnitzel with potato salad 25. pic from chamber of deputies of the czech republic 26. weather forecast of tv nova 27. sculpture of horse ardo in breeding farm písek 28. frymburk ( 1 275 ppl) located in south bohemia 29. set of spider-man: far from home in beneš square located in liberec (north bohemia) 30. boskovice (11 622 ppl) located in south moravia 31. view to kadaň (18 202 ppl) located in north bohemia"
75,what is wealth to you?,"what is wealth to me? it’s a tool to achieve what i want. it’s also kinda make-believe… no - i don't mean i’m broke, i mean the whole concept of being wealthy (in some instances) is kinda sleight of hand. you see, we have a property portfolio. property in new zealand is quite expensive... as in ‘lot’s of zero’s’ expensive. we have quite a few properties meaning we have quite a few zero’s but, the zero’s aren’t ‘real’ until the property is actually sold and its value realised. let’s say someone has 5 million dollars in property in new zealand (that’s just like… 5 houses in auckland 😏- **also, avoid akl for residential-property investment) and the property market in nz dives by 40% then what that means is that someone's paper value of 5 million has just had their net worth effectively drop to 3 million (losing 2 million in equity) and the person hasn't even lifted a finger and is probably still making the same returns (depending on how they have their portfolio leveraged) and is only really affected if they want to borrow based on their net worth. let’s say someone had a property portfolio of 2 million and the same thing happened… they go from being a ‘multi-millionaire’ to … well… not being one. it’s a hollow title. (pointless sidenote: you need a net wealth of 3.86m to qualify as nz's top 1%). stocks are much the same. ditto for bullsh!t like bitcoin. look at ftx tokens: image source: link people went from imaginary billionaires to very real broke-a$$ paupers. when you start playing in this area, it’s at this point that you start to realize that ‘wealth’ and big money are often nothing more than a hollow facade based on what people think things are worth (at any given moment). in addition to that, interestingly, the genuinely wealthy people i know look like the most broke people on the planet (driving old utes and wandering around barefoot) whereas some others i know (who buy the latest cars and accessories and rent very large houses) are actually super broke and leveraged up to the eyeballs. wealth is often nothing more than 3 card monte. no one should be respected just because they're ‘wealthy’ or disrespected just because they might appear broke."
76,what is life like for someone with a net worth between $50–100 million?,"believe me, life remains the same. you are probably no longer worrying about home maintenance, property taxes, paying for kids supplies, eating out, school tuition and affording healthcare for your family, but you get used to it due to hedonic adaptation. i can tell you about myself and a friend of mine, €. while both of us belong to the technology industry, € took a different path with no intention of reaching the 50 million club. he achieved his feat by exploiting the software and ai industry and i can attest to the fact that his day to day life is bau. we hang out every time he pays me a visit to the west coast or when i go see him in atlanta. we go on boating, golfing and hiking expeditions around the world 2–3 times a year but other then that we are are doing the same things - dropping kids to school/tennis classes, grocery tips, fixing our cars for fun, continuous learning and trying new technologies, writing code, reading books etc. i will take €’s example first. around 8 yrs ago as a software engineer, he was running a fast food enterprise, prayosha philly group, which he sold for 5 million post-partner split and began looking into technology consulting opportunities. last year he got a roughly 20 million exit from a location intelligence company, and went on to join a cybersecurity & defense contractor in atlanta as their cto under a 9 million agreement. i have not seen any change in his lifestyle. one thing i admire about him is that he keeps a low profile and participates in philanthropy. if you talk to him, you will never know he’s worth a lot more than 50 million. as a child adoption advocate he believe’s a dollar tomorrow has no value if it can help someone today. that’s deep! in a world where 99% of the rich donate a portion of their wealth after death, € believe there’s no point waiting. while people like him are outliers, i am more of a conservative and i achieved my humble goal of generating $200k a year in retirement income in 2016, and am now shooting for $300k a year in order to comfortably take care of my two little ones and a 3rd on on the way. i manage that with stock market investments, rental income and a couple of book royalties. while i am not in the 50 million club with €, i am hoping to get there half way through in another 20 yrs if markets were to continue behaving as they have been in the past 10 yrs :-) hopefully this answers your question."
77,which political party is the richest: the republicans or democrats?,"surprisingly (to me), it turns out that this is the republicans. although the stereotypical image of a republican voter is poor and uneducated, it turns out that is only half true. according to mid term exit polls (2022) republican voters were more financially affluent than democratic voters to a statistically significant degree. however the bit about being less well educated still holds true. source: live exit polls 2022: election day exit polls for democrats vs republicanslive election exit polls by state during the 2022 midterm election between democrats and republicans, including race and other voter demographics."
78,why do some wealthy people dress like bums?,"i won't post a genuine picture yet one of my neighbors dresses and looks practically indistinguishable from richard from silicon valley: and his house looks like: the beginning cost for a home in this area is around 2.5m and his house is likely worth nearer to 4m. also, he dresses this way each and every day… also, he isn't the only one… pretty much every other individual in my local dresses in a similar easygoing clothing bereft of any marking and logos. do they seem to be ""bums""? no, yet they most certainly don't dress in a way that says, ""hello, check me out"". on the off chance that you ran into my neighbor in the city, you would likely not allow him another glance and assuming you did, you presumably would accept he will experience difficulty making the current month's lease haha…"
79,what would happen if everyone would become rich?,"haha good question. it isn't practically possible. let's prove it by contradiction. if everybody becomes rich, who would drive taxis and cabs. who would mine precious metals and minerals. in short, the economy would collapse. see, money is just a token. it has no absolute value. if everyone becomes rich ,the currency would have no value. the value of currency is given by goods and services in the nation. the total goods + services = relative value of money. for example, if their is only one apple in the country because nobody is working hard to produce it, because everybody has money. now, if everybody has million dollars, who would get that one apple.you would have to fight with everyone. the one who pays highest would get the apple. it would turn out that you bought an apple for a million dollars 💵💲💲. does that make sense?? you are still getting the same 1$ apple for a million. only ways somebody can become richer is by providing that worth of services and goods ,that is how they earn money. that is what entrepreneurs do, they use people and guide them to create goods and services for millions of people.now, the amount of knowledge, hardwork, and discipline is required to run a company makes it difficult to everyone to become rich. but everybody cannot be rich simultaneously as explained above. the poor people and middle class people run the majority of nation's work. ambani's themselves don't go and fixed the damaged mini cable. these little works are most important and are done by common people. so how to become rich?? be a good leader with immense amount of knowledge about everything. rich people are just very good managers and visionary leaders, who guides people on a dark lonely path by risking their own life. that is why they are paid the most. we as a common citizen are entitled to work hard and smart to create more amount of goods and services. for benefit of both ourselves and nation.we are entitled to earn and spend money. if you are working hard for yourself, at the same time you may be helping millions of people getting ease of life. that is also a trick that government uses. in developing countries such as india 🇮🇳, they have high inflation ,meaning that the prices keep on increasing steadily so as to keep the people working hard which indirectly benefit the country. (also taxes paid by the people when they earn is important for nation). edit: everyone can become rich at some point of their life time , but not simultaneously. let's say , a lot of old people become rich, then it is fine, they already have served the country well and have worked all through their life. young people at the same time would take the responsibility on their shoulders because they are just getting started. conclusion: people can become rich but they should provide that much worth of goods and services . i think this is enough, i don't want to go in too much details. thanks for reading. 😊🧘❤️🌼. i am open to suggestions, feedback and complaints. i am still learning."
80,what would happen if a rich friend deposited one million dollars into your bank account?,"someone would owe tax. if it’s income, you’d owe income tax. if it’s a gift, your friend might owe gift tax. there is a usd 5.49 million lifetime exemption on gift taxes, so if they just gifted the money to you, then there wouldn’t be tax. however, if your friend was really generous he might owe something. bank would ask. why did you get this money? you’d say. a friend gave it to me. after the bank verifies that your friend is not in the mafia, you’ll have friendly bank people offering you all sorts of investment products, and asking if you would be interested in a loan. if it’s money for work, it would be subject to income tax. if it’s a gift, it’s subject to gift tax. don’t try to do something clever with definitions, because the irs is used to defining things."
81,why do the rich get away with crimes?,"honestly? because they are in the same social circle as the politicians who make the laws and the prosecutors, judges, etc., and they donate tons of money to those politicians. plus, since they’re the ones who make the rules and set the penalties, they make punishment very lenient for the types of crimes they commit. here’s an example of what i’m talking about: a guy knocks down an elderly woman at an atm machine by grabbing the cash she just withdrew. if he gets caught and he’s poor, he will get a public defender and let’s say the elderly woman’s leg was bruised when he knocked her down. a three year stip in a maximum security prison would be a reasonable sentence to expect (oh, and a stip means he actually has to spend the whole three years in prison, no parole) and the type of prison i’m talking about is the kind you see in movies; shanks, fights, gangs, all that, so he isn’t going to have much fun. now, same elderly woman, but this time her financial adviser embezzles three million dollars, her life savings, her leaving her destitute with no money to pay for her home, food, medical expenses, etc. to the point where, before he embezzled the money she had a nice condo, a car, and that sense of comfort from knowing she had more than enough money in the bank to carry her through the rest of her life. and now she will be a ward of the state, spending her remaining years in a crowded government run nursing home. if her financial adviser is caught and convicted he might spend a few months or a year in a minimum security, and if his lawyer is good, a federal prison that has a jogging track, basketball courts, library and many of the other comforts of home. is that fair? who really hurt the elderly woman more: the guy who grabbed twenty dollars from her hand and bruised her leg, or the guy who stole her life savings and destroyed her life. actually i tried to trick you. the reason i said the financial adviser could expect to spend a few month or a year in prison was just a way for me to show the difference between the prisons where rich people go and the prisons everyone else go. in real life - and i’m not making this up - for the crime committed by the financial advisor, the theft of three million dollars, lets say he’s thirty-eight years old, wife, kids, etc, this is his first offense, i would not be in the least bit surprised if it was, in fact i would expect his sentence to be something like a hefty fine and community service, and of course restitution to the elderly woman which his lawyer will delay using legal ploys to tie the matter up in court until she finally dies."
82,how would you suggest to tax the rich without it hitting the middle/low class?,"the simple answer: make more rich. that’s the funny thing in america today…economics has become so complicated, few people comprehend what they suggest. for example, let’s say your goal is to maximize the amount of tax revenue available for government to redistribute or spend. the best way to do this is to boost gdp…the more economic activity, the more taxes the government gets. one way or another, the federal government taxes all economic activity, so every 1% boost in gdp is worth about $60–70 billion in new tax revenue to the us treasury. this should make sense - the bigger the economy, the more government gets. now, how do you boost gdp? well, one way not to boost gdp is to increase taxes. when you do, the rich that already pay the lion’s share of taxes have less money to spend or invest, and the money they give to the government is less productive than it would be in the hands of the individual. tax the rich, and gdp goes down…indeed, for every billion dollars you take from the rich, the economy as a whole tends to get about 8,000 fewer jobs. plus, when you tax the rich, people have an uncanny ability to rearrange their finances so as to pay less in taxes. you might take shares of stock instead of wages, or trade wages for other company perks. change the rules of the game, and behavior changes accordingly. in other words, if you want to raise taxes on the rich, you have to raise them substantially just to break even. raise taxes, say 3% and people will find ways to avoid the tax increase, so typically you barely break even. the difference is, the higher tax rate results in lower gdp growth, so you’re trading the increased tax revenue from gdp growth for higher tax rates that don’t necessarily get you much of anything. obama learned this lesson the hard way…the most notable outcome of his tax increases was the worst post-recession gdp growth in postwar history. so let’s get back to the original question…how do you boost the tax revenues the country gets from rich people? you create more rich people. consider for a moment that instead of taxing the rich, you let them keep more of their money. they spend or invest it, creating jobs and prosperity at a faster rate than before. in fact, the greater prosperity results in some of the middle class suddenly becoming the new rich, and as the pool of rich people grows, government gets more and more tax revenue from them. but don’t believe me - look at the economics around every major tax cut since 1960, and this is the pattern you see. if you really want the government to have more tax revenue, then the most surefire way to achieve this goal is to lower taxes, reduce regulation and shrink government so that it’s voracious appetite for money is less. do this seriously, and there will be more rich people than we know what to do with. yes, it’s counter to the tax-the-rich class warfare many have been taught, but it’s really economics 101…when you tax something, you tend to get less of it - and this applies to wealth and prosperity generally as much as anything else."
83,what happens when you receive over a million dollars into your bank account?,"a couple things would ensue if you just walked into a bank ready to deposit $1 million into your account. first, the teller would probably need a couple seconds to realize you legit just brought a million bucks to a bank. second, after he/she got themselves together and stopped dreaming about all the things they could do with all that money, their suspicion level would go way, way up. normal businessmen or rich people don't usually just deposit a whole million into their account. most people with that much money on hand have separate banks, so you already look like a guilty amateur. however, if you provide a reasonable explanation on why you have so much money and why you want to deposit it in the bank, 9/10 times (granted you plan on doing this 10 times) the banker will just laugh while he/she deposits the money, and when you leave the bank will file a suspicion report to the u.s. treasurey. from there, the treasurey will ever so silently start tracking your every dollar and see where it goes to. now that you're money is under 24/7 surveillance, any illegal transaction will result in a manhunt to have you tracked down and arrested, and then the fbi/treasurey would seize the money from the bank. but, if it's all legal money that you saved since you were a wee-boy up to where you are now, and simply just feel like depositing the entire million into your account, that's 100% fine and nothing will occur other than a raised eyebrow. however, there is the slight chance that the banker/teller decides not to allow the deposit. two things will happen here: 1. they will call the police. then the police will literally arrest the money, not you but actually the money, until you can prove the money is yours. while this is not common protocol in any means, it can happen. 2. the teller or banker will simply ""delay"" the deposit until a ""higher-up"" can verify it being legit. from a former high-end bank teller: ""i have personally been delayed awaiting manager approval for (non-cash) transactions in the 200k range -- on such occasions, the teller used a particular subtle phrasing which seemed to connote 'this is not an illegal or questionable transaction, it's okay for you (manager) to approve.'"" you see, the bank only really gets suspicious if you aren't paying in cash. if you pay such a high amount through check and it bounces, the bank very well could go bankrupt. so if you want to deposit a million bucks, to avoid most suspicion, deposit in cash, make sure you have documentation proving its your cash and you obtained it legally (i.e. taxes are documented as paid, etc.) and you aren't wearing torn pants and a dirty shirt when you go to make the deposit. in conclusion, the most likely thing to happen is just some raised eyebrows and a report the treasurey ... if you look the part and pay with cash. but really, everything stated above could happen."
84,why do many billionaires not dress very well?,"power people and influential personalities have too many important decisions to make everyday. moreover the world judges them by what they do, speak or write and not by what they wear. so, in one line, they don't care! on what kind of decisions a person spends his/her time tells us a lot about the persons mindset. billionaires always like making high impact decisions. lets have a look on some statements from some really influential personalities. mark zuckerberg was asked, ""why do you wear the same t-shirt every day?"" he answered: ""i really want to clear my life to make it so that i have to make as few decisions as possible about anything except how to best serve this community,"" zuckerberg said, after clarifying that he has ""multiple same shirts."" he said even small decisions like choosing what to wear or what to eat for breakfast could be tiring and energy consuming, and he doesn't want to waste any time on that. ""i'm in this really lucky position, where i get to wake up every day and help serve more than a billion people. and i feel like i'm not doing my job if i spend any of my energy on things that are silly or frivolous about my life,"" he said. zuckerberg pointed out that a number of other influential people, like apple founder steve jobs or president barack obama, have the same theory with regards to choosing their outfits. jobs, in fact, told walter isaacson in his biography that he even wanted to have all apple employees wear the same vest. barack obama “you’ll see i wear only gray or blue suits,” “i’m trying to pare down decisions. i don’t want to make decisions about what i’m eating or wearing. because i have too many other decisions to make.” he mentioned research that shows the simple act of making decisions degrades one’s ability to make further decisions. sources: here's the real reason mark zuckerberg wears the same t-shirt every day steve jobs always dressed exactly the same. here's who else doe"
85,"if my bank were to erroneously deposit $5,000 in my account, how long would they have to catch the mistake before the money became legally mine?","had that happen to me. i believe it was about 2000.00. i notified the bank. they did nothing. notified them again. still did nothing. spoke to my best friend who is an attorney, she wrote them a letter. waited 30 days, she wrote them another letter informing them that after 90 days from the date of the letter, we would consider that money to be mine. after 90 days, they still did nothing. i removed all of the money, closed the account and opened up an account elsewhere. never heard anything from them about it."
