,lemmatized-post_text,lemmatized_reply_text
69424,ok start question detail sense higherincome earner determine total expense plan cover number retirement oppose final salary especially save ton retirement house pay use rate inflation conservative determine future value social security benefit wife teacher pension tend use budget inflation basically work conservative range number unemployment issuescan ease frugality bandwagon bit info car house potential ok thank read guy provide wonderful answer year lurk read similar myfico investingcreditinsurance website appreciate stat wife job teacher job engineer server month taxis save retirement kid age process get master escalate income bit close retirement meantime career good shape stable assume current income fair chance change ramp bank expense simplicity mortgage pi property tax insurance absolutely high estimate usually spend leave extra save bank invest month technically let plan shove roth year wife get master add month year mortgage payment drop like make big purchase credit continue buy inexpensive car save buy elsebut like trip major expense credit credit score fico score party debt leave mortgage year leave year mortgage credit card debt student loan car loan etc asset house value gather base redfin zillow hope crash live highly soughtafter town moderately shield honda civic mile tend repair need value depend crazy market sell time soon honda odyssey mile value ks ira roth ira wife teacher retirement fund state bad shape conservative assessment good exceedingly unlikely bank shortterm issue like well cushion bank eventual car purchase age good shape take care eld hit college year year middle year young save plan liquid saving college expense easy ramp wife master worstcase consider heloc refinance planning retirement personally like use future dollar mind stock growth ss increase inflation assumption income need simplisticallyspeaking current budget year inflation year month legitimate aftertax budget goal retirement obviously live similarly today nice phone moderate car small trip worried daytoday food expense emergency pay comfortably wife get master year look current final step salary schedule contract make today dollar final year retirement futuredollar like conservative income costofliving increase large year generally calculate pension average year month social security figure approximately ratio income maximum social security income time maximum ss benefit approximately mo today mo retirement take account investment income income month time taxis maybe minus expense month equal sense obviously stop save retirement currently save year retirement plan continue year year increase inflation find hole plan record current retirement saving plus year increase year assume save diligently plan rule month extra hole assessment thing consider dream build ecoefficient house large target set stone mean mortgage mortgage want year wholly dependent saving mortgage college expense etc year hope house pay year assume year income mo expense new house expense boost assume set college expense assume retirement plan make sense doable right miss let know finally bit information consider sharingbut come play inlaw fairly welloff frugal prefer assume potential windfall future,follow item glad plan save note post solid plan saying go man plan good laugh year long time change spouse love job employer anymore way thing go shock spouse enthusiastic year plan contingent pension chain job life not save invest option have healthy saving respectfully little saved x annual expense month year exclude taxis little year current expense need pension x clarity hang have specific long plan meet need advise thinking emergency fundplan context unemployed inadequate major storm damage wreck car damage house injure spouse work period time employ able work rack large medical bill result insurance take monthsyear sort pay parent inlaw ill need assistance near term alternative leave work unpaid presumably car accident determined fault end get sue assume umbrella insurance policy point emergency sort form have unemployment build year emergency fund bank honestly sure good plan think definitely today think plan easily access year great goal little roughly currently save advocate put life saving bank get year fund bank account bond roth maybe open taxable account start invest make ton sense hopefully need know reserve tap poop hit fan great feeling simple version reality match optimistic projection impact devastating later year life lose benefit compound interest grow lifestyle hard change conversely conservative arguably realistic assumption bad case save problem argue assume blindly continue work long need assume balance live save save way need mean able retire early good tradeoff book great hear misreadmisunderstood prior post ultimately come continue save gross income ensure good emergency plan access fund meet unexpected thing life throw great start lose momentum
11927,year old making yr live nj dw year old baby grandfathere moderate income rent government program income low pay mo bdr apt increase couple percentage year long stay like apartment reason false fire alarm go couple time year day night got to evacuate despite regardless bad weather outside baby tough know time real fire noisy nearby road overall good area small apartment dedicated room work wfh pandemic challenge find spot work effectively move pay extra mo rent ie mo alternatively buy house market hike current spending mo room spend come cost saving rate important like retire age net worth debt wife stay home care baby school rating low baby reach school age anyways understand highly subjective question base priority curious personally bite bullet deal midnight alarm sub zero temperature issue pay update fire alarm go night hour fire dept fix issue meet maintenance guy say bad sensor neighbor mention real fire receive usual email management tell happen long wfh day commute day pandemic time office thank advice,kind person maybe terrible luck effect life spur moment work end life classify housing effect life mean want change time maybe month likely year maybe start look far future viable date time frame good goal shoot achieve make change advice op look future year time current lease end ifwhen make new housing make sense achieve change conceivably month year future op start figure kind housing fit long term plan financial change need account go forward knowledge likely make decision go forward need save security deposit pay mover maybe stop buy stuff start upgoing exist stuff throw away idea think op need plan date need end current month fwiw think balance save money have reasonable quality life expense scale housing inherit sort old pot pan mom pot pan transition mom die live home mom die new home pot pan work ok pan warp oven pot hot spot right size small big reason pot pan keep get work still work joy cook pot pan think mom money buy well pot pan old one work relief finally work mind get rid annoying difficult work pot pan start work buy one work well buy set buy individual thing need mistake get pot hotspot realize inexpensive pan well good expensive way get sort enjoy cook clung old pot pan work good rid value system pot pan spend decade have good home cooking experience maybe cook mean spend money process food op think utility current home give decide long want spend money housing achieve goal current housing means end decide long want use let guide
114732,hello read thread indicate rule aca tax credit modify result pandemic temporary change eliminate cliff tax credit disappear ifwhen exceed federal poverty level give year fpl fpl person family filing jointly x prior rule family income exceed cliff lose tax credit available thread provide summary say cliff eliminate folk tax credit need pay tax additional add income cliff limit thread refer link viewtopicphptstart quote post thread follow iamblesse write ↑thu mar pm income fpl suffer aca taxis little high fpl level income fpl responsible premium far severe single dollar result loss subsidy cause increase premium thousand analysis turbo tax find following case aca tax credit total family month help pay health insurance case income fpl result simulation turbo tax income std deduction itemized taxis owe aca tax credit repay tax rate turbo tax summary case add income income exceed fpl result simulation turbo tax income std deduction itemized taxis owe increase case income increase tax rate turbo tax summary increase income income aca result tax bill high marginal tax rate discuss thread verify marginal tax rate aca tax credit exceed fpl simulation high income delete aca tax credit section ie delete case aca tax credit form income std deduction itemized taxis owe confirm huge marginal tax rate result have aca tax credit exceed aca income limit share link thread aca income limit remove long discussion occur away thread exceed aca fpl limit result dollar add tax appear turbo tax tell link share long discussion aca income limit removal viewtopicphptstart confused explain result assume number turbo tax come accurate expect increase tax add income large expect thank advance educate cpu,marco polo thank long explanation appreciate base education issue lesson learn sure limit taxable income stay fpl limit advise new law new law soon exceed fpl income limit marginal tax add income large add income aca tax credit zero tax bill reflect fact income cliff alive key reason go simulation post thread response read thread year viewtopicphptstart title aca subsidy cliff go away yay read thread see clear simple explanation additional tax income fpl title thread discussion leave imagine folk incorrect understanding aca tax credit healthcare payment work vs income subsidy cliff awayand impact income go fpl great folk aca small add tax understandbelieve base thread folk point form admit ignorance aca tax credit work completely unaware turbo tax create form base input open form review understand aca badfor unaware tax form normal usage aca require predict income year december prior year penalty predict low income give year true tax time excess earning year include tax filing aca tax creditstax calculate correctly pay ifwhen income high predict give year claw tax credit healthcare limit long exceed magic fpl income limit new law repay tax subsidy ifwhen income exceed fpl income limit income fpl believe nowunderstand folk tell thank help thread celebrate elimination aca cliff opinion pretty misleading end result new legislation income exceed fpl lose tax credit pay healthcare give year appear case new law turbo tax correctly reflect lose aca tax credit give year income fpl appear income cliff present past present final question point confusion benefit new special law celebrate remove aca cliff thank good wish cpu
103659,fortune extremely high pay job save lot money position evaluate early retirement turn soon have lot trouble walk away high pay job sheer dollar come money grow people near save income relative friend etc know know walk away income think crazy withdraw yearly investment retirement income assume market tank guess try figure diminish return income regardless absolute value dollar figure evaluate base ratio income net worth right way current saving rate year taxis living expense relative net worth guess question addition nw justify continue work absolute value relevant thank input,help clarify op suggest income refer salary point early page net worth broadly understand include asset minus liability nw include real estate holding plus original picasso obviously different pot draw renter asset fund portfolio stock bond nw confuse propose metric wonder howwhy relate work salary market value house inform retirement decision term clarify objective nutsandbolt metric liquid retirement investment relation project annual expense x sake argument let save normally able reduce x expense cover external source like pension ss early retirement x cleareyed assessment future unknown eg hard yo anticipate health care cost long term care etc let assume objective calculation hand bank initial price admission retirement case thing increasingly subjective personalized gather real question putative relative value add saving picture metric helping answer meaningful way x expense cover bump lifestyle notch want bump question mind recall thread exact number post rough set bracket translate level lifestyle difference move nw obviously variable personal interesting way think change thing precise metric base percent saving help crude range ethereal question subjective personalized important truly ready stop work come great financial position pull plug people barely hit stride socially psychologically emotionally interest say hit stride work current job figure life look like relevant decision say different way important retire away personal deal message send perception decision personal situation different experience translate fwiw take lot long yr work arrive secure place financially virtually immediate family know secure ymmv hopefully care happy good fortune finally urge definitely reduce exposure single company stock good luck exciting position age get lot time think plan successful transition
82469,want feedback set phone appt w ssa benefit agent turn fra aug ssrb think consider person bear month bear day previous mo file sep ssa frb start birthday consult phone meeting w specialist check w supervisor couple question call say verbally correct benefit mo aug recvd sep benefit remain mo start jan remain unapplied increase delaying benefit not happen moment ignore cost live increase start jan jan feb apply remain increase fra benefit delay benefit yrs mo increase orig fra benefit exact aug start benefit penny positive mo calculate delay benefit jan mo impression apply month delay current yr end current yr jan fine understand mo aug dec mo add col increase start jan calculation bit value common thing ssa forget unapplied increase delay benefit schedule phone consult detail get tax refund direct deposit w rebate unreceived round stimulus check yr note receive write frb age state verbally benefit specialist not explain calculate diff statement show benefit generate mercy correct start frab base annual stmts benefit considerably finally say verbally work yr annual stmts say assume continue earn past yr estimate benefit age try official frb write time file benefit silence ask formal benefit summary letter process claim aug say thank,thank appreciate quick helpful info look arf dog say lot think reduction factor play useful info give example delay deal w ssa yes ssa generate benefit fra yrs use mention drc lack thereof calculator fra benefit finally calculate give verbally calculator clause estimate factualfran true know sorta understanding get ssa rep bear mo treat bear day previous mo case realize benefit delay retirement credit drc jul think tell think bear mo treat bday day prev mo credit mo birth explain well like give break q month drc jan jul course add mo delaying benefit bear mo apply benefit start bday month yr fra mo list grand total mo apply till early sept benefit start aug month receive benefit pay sept summary calculation sheet give drc july bday aug end drc period jul case drc bday month aug true specialist explain restate question polite different way understand benefit state start jan way try come w jan amt state apparently mo drcs explain use mo drc x verbal orig fra benefit exact increase amt state start jan ssa long apply remain drc give time apply delay retirement benefit way know credit tell time official phone meeting w rep actually work benefit application dept ssa calculate real benefit estimate preschedule system apply remain drc suppose start fact exactly specialist tell happen start jan speak supervisor give actual increase monthly benefit start jan verbatim clearly calculate system btw thank mean statement quote benefit retirement age statement generate date mo bday fra statement fairly accurate use drc est benefit stmts start fra bday thank
48008,rent regret bh year ago wife kid kid future gross taxable income save year retirement current rent month include lawn care snow removal big deal central ny move year ago month time year sure mr fix work lot rent fix issue war landlord bit pain point want find similar house market rent month think buy actively look poke zillow thing move fast stuff available right nice house example question worth buy use nytime calculator extreme figure plug high inflation value loss house etc time play show well buy odd market high think choice stay landlord sell house point high rent house buy pay rent crazy buy house market look advice run door change tomorrow thank advance,mr fixit worth buy buy think follow item husband usually deal happen plumbingwho weekend pipe burst hard find plumber weekend simple repairpatch job weekend heating airreplace type system maintenance roofhow cost replace roof cheap large treeswe tree property large one expensive remove replace carpetingexpensive thing deal think item remember little item buy year repair maintenance want spend money space store item snow removaleither shovel snow blower ice melt want freeze deal mind old dislike city law place say snow removal sidewalk hour mow lawneither ride mower push mower maintenance item buy grass seed hard lawn mower sit garage real great shape usable purchasing annualperennial flower landscaping vegetable gardening etc appropriate tool rake hose etc outdoor patio furniture want include grill store item winter small tree branch removalmy husband chain see long time take good care chain need sharpen lot branch removal pickup truck paintingare willing paintingeither inside outside painting overall expensive bathroom upgradesremodel small upgrade usually homeowner skill husband able replace small shower tile vanity etc knowledge tool able floor upgrade move current home decade ago remove carpet lay laminate flooring take forever expensive lightingagain husband skill replace lighting fixture clue washerdryer replacementcan guarantee washer dryer need replace decade pickup truck haul home husband installation think fairly basic take time hook level dishwasherfiveyear replacement give husband able hook need come water heaterwhen water heater go tool work properly able discussion guy shop understand word conversation stove burnersa work husband able order replace need part etc etc list endless edit add willing hire lot item cost item list plus time
62170,hi recent health scare familly vacation hawaii think financial future wife currently age kid age interested retire early interested coast retirement finish line possible work fund lifestyle long save large amount money age financial plannning calculate stop save age take value retirement brokerage account assume real return go forward project investment account age additional saving project value stand current annual spending exclude child private school spend know go away reach age fully fund plan expensive state school california currently live include current mortgage property taxis insurance project retire budget increase travel expenditure month suspect want travel young nestor happen downsize payoff mortgage early adjust project budget course know reduce investable asset multiple require retirement spending question group actually courage stop save taxable fund retirement plan coast fire especially assumption real return risk pan long term future year turn suspect high pecerntage bhs include allow fund plan think ask seriously consider live thank,problem coastfire fire calculation general assume real return hard assume desire expense lifestyle length time hard hard mean impossible build wealth endlessly adjust projection prove accurate year time shift mindset away specific saving spending target rush leanfire hit largely quit try plan ahead know technically retire want actually like job right desire quit try tear away spreadsheet accept simply work want anymore figure people realize people actually calculate mystical number hit immediately retire result heck americans median low income save retirement technically coastfire work retirement age live social security ta da frankly area country live social security especially dual ss income household especially pay house provide perfectly comfortable retirement lifestyle rest gravy long story short execute coast fire hit leanfire retire today cut lifestyle coastfire work year quit saving let investment compound instead allow spending rise stress savings rate start buy business flight outright buy organic food generous buy nice wine weekday consumption stay good hotel find give area visit purposely seek lifestyle inflation area value course people spend mid life silly project expense slowly rise view wealthy client relative usually play spend average high level drop discretionary spending precipitous increase medical cost outweigh drop travel dining designer clothing purchase high spender mobility diet wane final decade live long projection wealthy elderly quit buy new car sell second home visit point kid grandkid wedding college pay feel eschew expensive handbag love feel like drive costco probably worth long trip save buck pound food try consciously embrace spending actually high want work fund luxury quit adjust spending accordingly time come
72084,consider buy new build new build desirable location tend massive sqft feel sqft nice layout desirable like dedicated bedroom office guest bedroom car garage financially fine way large house lock work long fire enjoy work plan work d probably home year downsize kid graduate high school college buy massive home love regret,unnecessarily move time past seven year opinion stop chase perfect house simply exist change nature need house sf ranch wife buy square foot ranch bath finish basement add bath start feel small have kid covid happen house sf colonial buy square foot colonial fancy neighborhood honestly house freak beautiful inside iphone photo app feature picture take cut grass sunset perfect background kind amazed end leave reason move feel place fancy neighborhood perspective house street square foot previously own owner nfl team drive luxury car parent fancy stroller gizmos kid yard motorize toy range rover feel place huge maintenance item upcoming hvac need replace average estimate roof year away driveway crumble likely need replacement cost maintenance oppose make house nicer want vomit say thread room feel big feel cozy living room master guest bedroom room unnecessarily huge pay small fortune maintain space use start feel thread say big house let family grow apart start sleep guest room son play family house like water spread cover entire surface like ultimately decide time market buy house sell year later house sf ranch ultimately land goldilocks compromise house nice ranch extremely efficient layout point agree poster layout important master master bath kid bedroom bathroom kitchenliving area middle spend finish entire basement absolutely awesome basement live month boglehead predict contemplate purchase work imagine spend install brand new window south house let light redo master shower probably go pay paint trimdoor white ton yard decide throw hand content house perfectly functional fine family tinge regret leave beautiful colonial huge sale price set financial success
81539,hi try tlh messy situation have purchase stock different account appreciate clarification suppose sell today sell lot acquire account day case accounting individual cost basis adjustment account mess depend order lot purchase order sell final net loss accounting correctly identical loss cumulate loss report separate account agree individual account report loss proper accounting end loss right plan sale today describe point purchase day window role whatsoever right cost basis adjustment loss calculation etc sale today plan sale today point suppose lot purchase feb lot suppose today sale include lot mar ahead sell lot lot purchase jan lot sell feb bearing whatsoever accounting sale lot note lot purchase day window lot thank lot,buy ixus probably etfs vanguard want stick vanguard mutual fund vtmgx fund develop market vtiax vfwax list user duckie provide thread lot option etfs list possible tlh retail partner index follow total stock vtsax vti crsp total market index schb dow jones broad market index itot sp total market index iwv vthr tieix bktsx russell index swstx fskax dow jones total stock market index fzrox fidelity total investable market index sptm sp composite index large cap vfiax voo ivv spy fxaix swppx sp index vlcax vv crsp large cap index iwb vone russell index schx dow jones largecap total stock market index schk snxfx schwab index fnilx fidelity large cap index mgc crsp mega cap index midsmall cap aka extend market vexax vxf sp completion index ssmkx russell small cap completeness index fsmax dow jones completion total stock market index usmix wilshire completion index mid cap vimax vo crsp mid cap index ivoo ijh spmd sp midcap index schm dow jones midcap total stock market index fsmdx russell mid cap index small cap vsmax vb crsp small cap index ijr sly sp smallcap index scha dow jones smallcap total stock market index fssnx russell index international vtiax vxus ftse global cap ex index vfwax veu ftse allworld ex index ftihx ixus msci acwi ex usa imi index fsggx msci acwi ex usa index fzilx fidelity global ex index vtmgx vea ftse develop cap ex index schf ftse develop ex index iefa msci eafe investable market index efa swisx fspsx msci eafe index follow different index create wash sale
27858,delete allow background grow lowermiddle class small southern city go public school sure private school available city honestly consider good school district town wife old go public school brother go private point ve turn successful smarthardworke say correlation equal causation say go mediocre smallcity public school successful live major metro area work megacorp public school city school district knowledge good think people kid city school district afford send kid private school little one need enter elementary school year ve happy higherend daycare child go beg question elite private school tuition like yr assume enrol sure average private school tuition cost religious people important benefit spending xx year certain private school diminish return point money well save retirementbequeathment notsogreat public school work kid teacher engage past consider idea private school radar guess different actually kid picture happy higherend daycare include private kindergarten grade zero experience knowledge private school,"op question "" affordability "" hit chord ask "" poor family school "" familiarity metro area get know current parent answer personal example data point "" feel "" live wealthy suburb los angeles child attend "" elite "" private school area k pay year tuition household income k work professional job security lot potential income growth physician general spend save pay taxis income continue private school tuition relatively affordable house value mortgage x hhi purchase year ago personal detail preface feeling personal finance bother "" poor family school "" probably category despite have high income feel "" afford "" school tuition give save healthy grow nest egg lot money la middle income pack slightly average school theoretically pride diversity enroll child nonwealthy household parent work highly compensate sector finance equity partner large law firm work inherit family wealth category tend involved school benefit student definitely live small modest home child classmate question come comfortable skin feel surround wealthy peer adversely influence spending decision psyche value want impart kid think carefully go path issue arise despite good effort model value kid old child ask drive yearold midprice sedan good friend ’ parent drive tesla exaggeration tell spend money choose care car try teach work budget spending understand importance save invest wife come bluecollar background certainly academically private school great kid give small student teacher ratio academic rigor happy good friend sorry long post psychological baggage issue bring opinion board research school consider education kid well feeling feel fit financial aspect board probably figure tuition work budget depend live expense"
47001,live nc june reasonably good health live car declare bankruptcy presently cash asset nice home total payment mo equity refinance buy interest rate month ago vehicle pay life insurance normal personal furnishing etc marry son old child average iq virtually life income middle class marry daughter husband good money substantial asset high function autistic grandson smart good social skill refuse driver lic zero public transportation autism work goal like set provide son grandson live ex dementia live payment free life home rock quarry live near buy year ago die sonwife grandson vacate home present look sonwife grandson come live concern go son lose job reason able house payment lose home sonwife grandson street thinking set live trust daughter trustee pass moneyasset remain trust necessary sonwife able paymentsexpensesnormal maintenance daughter need son grandson trust fund foresee need asset use see fit suggestion tks jb,mrsbetsy cilia grandson move state nc aware problem virtually get involve test state certify autistic get state job program work goodwill get job basically janitor large food market area ghim hate job covid come son daughter grandson decide good quit risk bring covid home grandmother dementia progressively get bad leave stay son get home work pay small take local community collage ge teacher say smart student come program part final exam lead day suppose social study say know social study day suppose exam sick week take exam one attorney specialize ssi work kid like grandson apply ssi tell outcome time deny say hold job probably qualify try food stamp turn problem ex condition high cost come care stay overwhelmingly good option get point care live daughter option course limit grandson ability job time come leave house go traumatic time absolutely want leave home live understand year nearby rock quarry buy house live rent free leave home time son wife grandson limit factor grandson drive get learner permit drive grandmother good driver refuse driver lic say afraid hurt virtually public transportation area find taxi pick bring home time need work state living arrangement like gage live state provide like area course ssi vespa scooter go collage love drive mile miami asheville nc summer big reason work gage driver lic lic scooter way people drive nc dangerous ride background bad good daughter husband set care grandson go need set help carry son forward go thinking trust daughter trustee go houseother payment ifwhen need roof head tks suggestion learn lot jb
94523,good morning tax credit look beneficial qualify american opportunity tax credit tax credit help pay education expense pay year education complete high school maximum annual credit eligible student refund owe tax credit subject income limitation need tax planning sure owe federal tax advantage correct,"agree unlikely college student hit "" kiddie tax "" word hard avoid "" kiddie tax "" family plan ahead irs statement form kiddie tax file httpswwwirsgovpubirspdfpdf specific require plan college student kiddie tax purpose item c look instruction standpoint avoid tax mean form require file college student earn income half support determine involve numerator college student earn income denominator college student total support cost mean want maximize numerator minimize denominator numerator clearly college student work year order meet test child summer job work school year denominator work total support cost low possible college student earning cover half support attend college low tuition help minimize housing cost student live offcampus preferably lot roommate yearlong lease continue live summer work value live home summer include total support child child fortunately able avoid file form housing cost high note purpose experience gift car consider total support entire value car college student car own consider differently remember exactly maintenance insurance cost want look current rule buy child car year early year aotc claim give child use car college transferring ownership year graduation feel planning worthwhile allow child receive trust distribution gift appreciated stock have pay taxis high tax rate encourage child independent possible college student traditional schedule extremely difficult meet test semester freshman year college live high school senior possible semester senior year college employ job college year — aotc college student incur college expense tax year have pay tuition semester college previous tax year edit add note recent post talk income limit parent wish claim aotc strategy college student claim aotc"
114744,hello read thread indicate rule aca tax credit modify result pandemic temporary change eliminate cliff tax credit disappear ifwhen exceed federal poverty level give year fpl fpl person family filing jointly x prior rule family income exceed cliff lose tax credit available thread provide summary say cliff eliminate folk tax credit need pay tax additional add income cliff limit thread refer link viewtopicphptstart quote post thread follow iamblesse write ↑thu mar pm income fpl suffer aca taxis little high fpl level income fpl responsible premium far severe single dollar result loss subsidy cause increase premium thousand analysis turbo tax find following case aca tax credit total family month help pay health insurance case income fpl result simulation turbo tax income std deduction itemized taxis owe aca tax credit repay tax rate turbo tax summary case add income income exceed fpl result simulation turbo tax income std deduction itemized taxis owe increase case income increase tax rate turbo tax summary increase income income aca result tax bill high marginal tax rate discuss thread verify marginal tax rate aca tax credit exceed fpl simulation high income delete aca tax credit section ie delete case aca tax credit form income std deduction itemized taxis owe confirm huge marginal tax rate result have aca tax credit exceed aca income limit share link thread aca income limit remove long discussion occur away thread exceed aca fpl limit result dollar add tax appear turbo tax tell link share long discussion aca income limit removal viewtopicphptstart confused explain result assume number turbo tax come accurate expect increase tax add income large expect thank advance educate cpu,fivek thank support ability input datum turbo tax report community tell meus nerd engineer spend year get number correct tiny megacorpcancelled pension wife tiny ss admit publicly ignorant exactly aca tax credit work year warn exceed fpl mention initial post scenario goal effective use aca tax credit pay health insurance minimum cost post assumedinputuse aca tax credit tax return bad clearly show post tax credit tiny income income pension wife ss dividend ira withdrawal bless cash investmentsbank accountsbrokerage account money post tax use improve yearly standard living huge negative impact aca tax credit claw withdraw cent retirement account year work yes lucky fund time pass fund spend decide explore impact add income taxable withdrawal hope try maximize tax benefit minimize pocket expense offend prior poster keep post smart kindly kind liar unkindly quote grossly underreporte unquote yearly income december unwarranted tax credit aca upcoming year sort happen think take good care family maximize income retirement account balance minimize taxis owe boglehead let know change effective use aca credit mean go healthcaregov www site report income cliff fpl limit plannedexpected income year aca tax credit zero point go complain aca take credit away soon hit cliff investigation base assumption aca tax credit assume mention case turbotax investigation assume level aca tax credit input income number fpl silly know poor people deserve aca tax credit thank fivek support investigation sorry clearly state get tax credit help pay health insurance baseline assumption thank educate make ira withdrawal near aca fpl cliff want pay effective tax income thank fivekfor support thread cpu
63624,change employer face question old guess option new employer gotcha consider guess answer compare investment option cost old plan alight new fidelity tooldatabase compare alight option generic know actual fund,review choice directly plan add cost end allocate investment sub choice midcap try figure right international mix develop emerge nameinception date 	 asset class 	 category 	 index 	 planspecific option tooltip content 	  year 	  year 	  year 	  yearlof 	 return 	 bench mark 	 cost company stock 	 stock investment 	 company stock 		 yes 						 	  lg cap eq s idx 	 stock investment 	 large cap 		 yes 						 	  mid cap eq growth 	 stock investment 	 midcap 		 yes 						 	  mid cap equity index 	 stock investment 	 midcap 		 yes 						 	  mid cap equity value 	 stock investment 	 midcap 		 yes 						 	  small cap eq growth 	 stock investment 	 small cap 		 yes 						 	  small cap eq value 	 stock investment 	 small cap 		 yes 						 	  small cap equity idx 	 stock investment 	 small cap 		 yes 						 	  international eq val 	 stock investment 	 international 	 msci eafe n 	 yes 						 	  international equity 	 stock investment 	 international 	 msci eafe net ma developpe 	 yes 						 	  intl equity growth 	 stock investment 	 international 	 msci ac wld ex 	 yes 						 	  sust passive glb eq 	 stock investment 	 international 		 yes 	 na 	 na 	 na 			 	  real asset fund 	 blend fund investment 	 na 		 yes 						 	  target ret 	 blend fund investment 	 na 		 yes 						 	  target ret 	 blend fund investment 	 na 		 yes 						 	  target ret 	 blend fund investment 	 na 		 yes 						 	  target ret 	 blend fund investment 	 na 		 yes 						 	  target ret 	 blend fund investment 	 na 		 yes 						 	  target ret 	 blend fund investment 	 na 		 yes 						 	  target ret 	 blend fund investment 	 na 		 yes 						 	  target ret 	 blend fund investment 	 na 		 yes 						 	  target ret income 	 blend fund investment 	 na 		 yes 						 	  fixed inc sh term bd 	 bondmanage income 	 income 		 yes 						 	  fix income bond 	 bondmanage income 	 income 		 yes 						 	  sust active bond 	 bondmanage income 	 income 		 yes 	 na 	 na 	 na 			 	  money market fund 	 shortterm investment 	 		 yes 						 	  ps way post image add attachment
76083,nightmare maybe wring bug use voip phone want use anymore work instruction sit enter driver license try time voip wifey android phone sit hold thriftline total minute phone call value gfund definitely transfer money ira retire,understand think work underlined important allocation equal roth traditional account appear equal time interfund transfer execute equal execute interfund transfer clever way equal allocation tsp traditional roth balance tsp time contribution particular fund s g traditional account contribution execute proportion traditional roth exactly fund interfund transfer ie compare s vs vs g contribution fund traditional balance let account look like traditional g fund roth g fund traditional s fund roth s fund contribute month traditional account g fund execute interfund transfer g fund s fund contribution account traditional g fund roth g fund traditional s fund roth s fund rebalance account traditional g fund roth g fund traditional s fund roth s fund key information information actually show tsp quarterly statement web site interfund transfer change traditional g fund change roth g fund change traditional s fund change roth s fund compare traditional change fund vs overall traditional compare roth change fund vs overall roth percentage equal contribution hold separately exist balance way think work accurate tsp lie quarterly statement report change balance interfund transfer check old tsp quarterly statement end balance fund report separately traditional roth individual fund total fund report traditional roth balance report total account level provide evidence website actually balance fund traditional roth percentage different welcome work way think contribution traditional g fund roth g fund traditional s fund roth s fund rebalancing traditional g fund roth g fund traditional s fund roth s fund change traditional g fund change roth g fund change traditional s fund change roth s fund equal equal
38997,little different topic read subject like visa credit card year visa change mastercard shop costco visa credit card card currently wife card use year credit card bill expense possible avoid fraud issue get debit card advantage reward card offer current card great spending habit currently use santander cash cash purchase gift card amex blue cash card citi mastercard offer issue think spend month average spending card month month diligent carry balance monthly expense past july take post covid vacation definitely expensive spend vacation past thing amex interest promo cashback add average month usually like buck cash daily use card month original plan open chase sapphire prefer ready large purchase sign bonus use save reward point try big vacation year little nice experience like use priority seat checking bag lounge maybe dream save class seat maybe edge cost ticket hotel day get card offer fidelity visa radar month interest balance transfer leave vacation promo expire month like idea cash able ira try fund well factor situation grocery shop handle family member live lot drive year maybe tank week eat think lot multiplier point excellent credit worried get card guy think sense guess get point option spend month sense especially chase sapphire annual fee info provide let know thank advance suggestion,seriously think future travel consider start accumulate point wait future time sure use program likely perk want importantly way avoid have point expire condition pretty easy program need use link charge card occasionally card annual fee award card charge year importantly start collect signup bonus range time spending continue add think chase sapphire prefer year annual fee card allow spouse combine point want transfer spouse point close card look open card rinse repeat operation year current condition change point add program allow purchase point helpful general bit short point certain ticket threshold buy need travel soon etc american express membership reward program different airlinelinked visa mastercard charge card include access network partner airline travel think class business class especially international especially international airline nice well class long ago wwwflyertalkcom subforum airline award program plus course snarky response ignore minimum come appreciate moderation bh lot information depth write etc start award card start accumulation plan hurry process try charge card offer extra point certain category look start able combine mastercard point visa point different card type amex card point combine green gold etc long point issue card issue point avoid perk importance card time allow combine spouse point mind think want drop card avoid annual fee supplemental card card bonus point spend point like point refer spouse use get card spouse bonus bonus point point airline travel worthwhile add greatly value starter try stertup bonus charge possible occasionally collect new bonus later enjoy note ve mention carry balance pay interest way value point swamp ongoing interest cost rm
