"question_name","question_url","question_views","question_upvotes","question_shares","question_comments","answer","question_date","question_date_url","question_shares_url"
"Is it fair that the poor pay less tax than the middle class and rich?","https://www.quora.com/Is-it-fair-that-the-poor-pay-less-tax-than-the-middle-class-and-rich","10.2K views","144 upvotes","2 shares","27 comments","In my subjective opinion? Yes, I think that is fair. The broadest shoulders should carry the heaviest loads.
However, one of my pet ‘hobbyhorse’ ideas recently is what the ‘fair’ ratio is for tax burdens. In the UK, the top 20% pay tax at almost exactly 50 times the rate of the bottom 20%. Is that ratio right? Or should it be higher or lower? Because if we can reach broad consensus on what the correct ratio is, then we can keep our taxation levels ‘fair’ in lockstep.
The difficulty with the current state of affairs is that there is an assumption that every change to the tax code should increase taxes on higher earners and reduce taxes on lower earners. If it doesn’t then it is attacked as ‘regressive’. That may be correct with the way our tax is current structured - but presumably we cannot continue to change the tax burden on that basis indefinitely. There must be some point at which we have reached the optimum desirable ratio of sharing the tax burden between higher earners, lower earners and those who sit at various points in between.
But nobody ever seems interesting in trying to discuss what exactly that ratio should be.
Curious.","","",""
"What are some differences between rich people's mindsets and poor people's mindsets?","https://www.quora.com/What-are-some-differences-between-rich-peoples-mindsets-and-poor-peoples-mindsets","61.9K views","2.2K upvotes","28 shares","92 comments","The biggest difference that I encountered, after exposure to both sides of the wealth spectrum, is the value people place on their own time.
That is, wealthy people are much more likely to use their money to save their time, not just because they have the money to do it, but because they have an internal value that they put on their own time that less wealthy people don’t have.
I grew up in a lower-middle class family, surrounded by other lower-middle class families. The adults in my life back then took pride in being able to do things on their own, even if the savings were trivial.
“That cake is $5? I could buy the ingredients and make it myself for $3. What a ripoff!”
As a kid, since that was all I’d ever been exposed to, that kind of thinking made sense to me. I remember several times helping my parents make or build or do things that they could have paid someone else to make or build or do, but they knew how to do it, had the right tools, and… most importantly… didn’t put a price tag on their free time. So they just did it themselves.
And, maybe, they enjoyed doing some of those things, too. Maybe the person who spends an hour making a cake to save $2 on it actually enjoys baking? Or maybe they didn’t realize that they’ve valued themselves at just $2 an hour?
In college, I took a job working for a very wealthy suburban Chicago family, taking care of their disabled son. My eyes were opened to the world of things you could pay people to do for you, for no other reason than you valued your free time. I think the most eye-opening incident of all was when they catered their Thanksgiving dinner. At my house as a child, prepping Thanksgiving dinner was a multi-day, several hundred dollar event. It required multiple trips to different grocery stores, a day of cleaning the house and prepping the food, cooking the food all morning, spending a few hours enjoying it, then a day’s worth of clean-up the next day. It was exhausting.
But my bosses that first Thanksgiving I worked for them? It took them like 30 minutes to pick the food they wanted from a catering menu and order it. Their entire Thanksgiving break was all about spending time with friends and family, with absolutely no stress from dealing with the meal part of the holiday.
And, all told, they probably didn’t spend that much more than my parents spent on all of the groceries and whatnot, so they could do it all themselves.
I live an upper-middle class lifestyle myself these days, and the value of my own time is always on my mind when making decisions.
This evening, for example, I have no dinner plans. I could stop at the grocery store on my way home, get everything I need to make, say, burritos, go home, make them, then clean up the kitchen afterwards… OR, I could just open a new window on my laptop really quickly, log on to Grub Hub, spend about three minutes ordering the usual from the local Mexican restaurant, and have it delivered to me at home. It would cost about $20 more, but would save me an hour of work. Am I worth $20 an hour to myself? I think so.","","",""
"Has anyone become millionaire by working for someone else?","https://www.quora.com/Has-anyone-become-millionaire-by-working-for-someone-else","1.1M views","779 upvotes","12 shares","65 comments","Several of my employees have salaries in excess of $2.6M per year. I have not asked them if they are millionaires. It's none of my business. By definition a millionaire has a Net Worth in excess of $1M. It seems to contradict the idea that you can't get rich working for someone else.","","",""
"If I sue someone for a million dollars and they don’t have that money, where does the money come from?","https://www.quora.com/If-I-sue-someone-for-a-million-dollars-and-they-don-t-have-that-money-where-does-the-money-come-from","282.2K views","3.8K upvotes","10 shares","51 comments","That’s easy: You don’t get the money.
If you win a lawsuit and the court issues a judgment, you don’t get the money. Nobody hands you a check. It’s up to you to collect.
If you know the person you sued has a bank account, you may be able to go to the bank with your judgment in hand, give them the bank account number, and put a freeze on their account. If you know they own real estate, you might be able to put a lien on it.
But the point is, winning a lawsuit doesn’t mean someone hands you a million dollars. If they don’t have a million dollars, you won’t get a million dollars. Maybe you might be able to get something, maybe you might be able to garnish their wages, but you will not be handed a million dollars.","","",""
"If you become extremely rich, is it possible to keep it a secret or is it bound to become public?","https://www.quora.com/If-you-become-extremely-rich-is-it-possible-to-keep-it-a-secret-or-is-it-bound-to-become-public","69.4K views","1.4K upvotes","13 shares","13 comments","Completely secret? Or just low profile?
You can be super rich and completely unknown.
Who’s this guy?
He’s one America’s 100 richest people. He co-founded Home Depot. I’m pretty sure that unless you worked for Home Depot you probably have no idea who he is.
I am guessing he can walk around most cities in America and not be recognized.
Complete secrecy is harder because most wealth of that type winds up getting involved in public companies like Home Depot. Those companies have to disclose things like how much they pay their executives. This is why we know exactly how much Mark Zuckerberg or Tim Cook make every year. Their companies have to disclose this information because they’re public companies. The ownership stakes of these companies is also public so we know how many shares of Meta Zuck owns.
On the other hand, if you inherit your money, then you can keep that private. Similarly, if you own a private company, that is also largely confidential.
These things get out and in today’s society, you are not completely safe from scrutiny no matter who you are.
The super high profile rich guy thing isn’t required. People like Elon Musk seek out the public spotlight as does Bill Gates and others. They seek to use their wealth to make public policy or simply to influence people and/or events. You don’t have to do that and most rich people don’t do that.","","",""
"If I gave you a million dollars and told you to make a business, what would you do?","https://www.quora.com/If-I-gave-you-a-million-dollars-and-told-you-to-make-a-business-what-would-you-do","5.2K views","28 upvotes","1 share","","I would buy properties around the country and make them into homestays, hostels and vacation homes.
Tourism are on the rise, and people rather go for self research than tour agencies. Hence the need for Air Bnb.
Once I got that down, the money I earn will be used to pay off my massive student loans.
And when everything got even better I might be able to buy a burger, a drink, and fries without making it a value meal. And yeah, maybe buy some of those popcorns at the cinemas.","","",""
"How much money is typically made off of one published book that sells 3,000 copies?","https://www.quora.com/How-much-money-is-typically-made-off-of-one-published-book-that-sells-3-000-copies","39.8K views","1.1K upvotes","5 shares","21 comments","For the author? Not much.
An average paperback these days retails for about $16. A typical author’s commission is 5% to 15%, depending on format—5% for a new author and a mass market paperback, 10% for a trade paperback, 15% for a hardcover.
Assume a trade paperback. 3,000 copies at $16 is $48,000. Ten percent of that for the author is $4,800.
Don’t quit your day job.","","",""
"Why can't the richest people’s wealth be capped at a certain amount beyond which the government takes over to reduce growing inequalities?","https://www.quora.com/Why-cant-the-richest-people-s-wealth-be-capped-at-a-certain-amount-beyond-which-the-government-takes-over-to-reduce-growing-inequalities","75.2K views","1.6K upvotes","7 shares","23 comments","In theory it sort of makes sense. In practice it has been tried and worked terribly.
Let’s see we keep a wealth cap as $1b. Sounds a reasonable amount. However, most of the top entrepreneurs have equity wealth way over this.
What should Elon Musk, Jeff Bezos or Sundar Pichai do? Hang up their boots? Or be expected to work for free? If they hang up their boots, there will be a significant harm to the economy as they are among the most productive members of the society.
Neither will happen. What they would do is specialise in hiding wealth. That is what entrepreneurs across the developing world do. The guy who is smart enough to run a great corporation will also be smart enough to buy politicians and tax authorities. There will be rampant corruption. Do you want their intelligence to go in corrupting the society? Or in productively working with the society?
We are born unequal and thus will have inequalities in wealth. Some will be smart with great careers while others might not be.
Here is a simpler way to reduce income inequality:
Fight the crony capitalism — where the governments favor particular companies. Instead make it easy for the small entrepreneurs to succeed and thrive. These small companies would compete with the large companies, driving down price & profits - helping consumers save more as well as reducing inequalities. EU is the only place where they do a somewhat decent job at protecting competition and thereby having lower inequalities.
If you have to vote for reducing inequality, vote for more productive competition. In sectors with monopolies (on say Operating system for mobile phones or laptops), governments should be mandated to fund research on alternatives and provide the R&D free to the domestic companies. US government’s work on Internet and GPS, and India’s UPI payment system created 1000s of companies in a competitive economy. That is the perfect example of government at work. The same could be done for a lot of sectors.","","",""
"What should I do to improve my personality?","https://www.quora.com/What-should-I-do-to-improve-my-personality","68.1K views","613 upvotes","20 shares","6 comments","Your conduct must be calm. Too much frenzy, excitement or aggression makes you a people repellent. Be light, be calm, smile and take tough decisions.
Never push yourself on people, don't do over to impress them; this acts against you. If someone doesn't wish to be impressed, this won't work at all. Be nice, be humble, be what you are and let people decide. Some would like you; some won't. Don't expect everyone to love you.
One who doesn't care much about other people’s judgement about them stays free of the pressure of standing up to people's expectations. They walk on the chosen path with pride and respect themselves irrespective of achievements or failures. No high ego, no inferiority complex. Such people have a strong personality.
Value your words; it's not that you have been given the power to speak so you can say countless meaningless words each day. Respect what you say, and consider it a verbal contract or commitment.
Be right, and don't fear facing the consequences. It means learning to say no when you can't, learning to stand against any number of people if they are wrong and you are right, don't judge your values through materialistic results or money. If honesty means less money, you need not evaluate monetary results for your honesty.
Be highly respectful to everyone, especially the people who have anything lesser to you, be it money, talent, skills, privileges. Giving respect costs only a little ego and gives you a beautiful image for life. But remember, this doesn't stand true for disrespectful people.
Anubhav Jain","","",""
"How do people manage to go broke from having a $5M+ net worth?","https://www.quora.com/How-do-people-manage-to-go-broke-from-having-a-5M-net-worth","3K views","4 upvotes","4 shares","2 comments","Let's imagine someone hits a $5M jackpot and has a poverty mindset. Except he/she escapes from the level of thinking he/she is going to lose the money, regardless the length of time it takes
The first thing to clarify regarding the poverty mindset definition is that it’s not about how much money a person has in their bank accounts. It’s entirely due to thoughts and perceptions, which, in turn, shape someone’s decisions and beliefs.
Someone with a poverty mindset sees a surplus in resources as an opportunity for increased consumption, and they often center their efforts on making immediate positive changes. In contrast, a person with a rich mentality focuses on using the excess to create momentum that causes future gains.","","",""
"What things do you need to start a school business?","https://entrepreneurial-mindset.quora.com/What-things-do-you-need-to-start-a-school-business","1.1K views","17 upvotes","9 shares","","As someone interested in advancing the education field, you no doubt are aware of the ways private schools can serve a specific community. Plenty of passionate educators have opened these institutions to meet needs they felt were going unacknowledged. For example, Ron Clark founded the Ron Clark Academy to give students a learning environment that promoted more creativity, innovation, and a stronger passion for learning than other options could. When Clark, the 2000 Disney Teacher of the Year, opened the doors of the academy, every student and teacher entered the building via a 20-foot indoor slide, proving it would be an institution that dared to be different.
Then there’s Mercedes Ricon, founder of Killian Oaks Academy, in Miami, Florida. Ricon wanted to promote a more individualized learning experience. The school she founded accomplishes this by allowing no more than 10 children per class and by seating them in a semicircle around the teacher.
Perhaps your reasons for wanting to start a private school are similar to Ricon’s or Clark’s. Or maybe you want to integrate elements that are excluded from a public school’s curriculum — such as religion — into the education of the children in your community. No matter what drives you to learn how to start a private school, this guide will help you achieve your goal.
Who can open a private school?
Many people who have opened private schools have been educators. But that background is not required. There is also a difference between completing educational requirements to become a principal of a private school and owning a private school.
You can start and own a private school if you obtain and file the proper nonprofit or for-profit articles of incorporation with your state. Doing so is a simple business transaction.
How to start a school: The steps to take
Planning
Start small, and begin by taking inventory of the needs of your community. Research the already-existing school options in your area to determine whether another private school would be appropriate or well-received. In particular, you’ll want to learn whether any school already in operation is filling the need that you believe exists.
Once you establish a need, work on how you envision meeting that need. Will all subjects have equal priority? Or will you instead focus on liberal arts or STEM or other foundations for careers? Or will you want most subjects to take a back seat to a religious perspective?
Will your school accept students from grades K through 12? Or do you plan, instead, to provide a curriculum only for elementary-, middle-, or high-school pupils? And where will your school be located?
This is not an exhaustive list of considerations. But it does provide a good starting point from which you can clarify your intentions.
Once your intentions are clear, share them with like-minded people who have business, legal, or educational experience. Put a committee together that will be ultimately responsible for pushing the school through its early stages. You can grow this core group as the school establishment process goes on.
Making a basic business plan
Remember, as you seek to provide students with a quality education, that a private school is, nonetheless, a business. It calls for a good business plan.
These four elements are crucial to your business plan when you are starting a private school.
Four must-have sections of a business plan will let you dive deep into the logistical side of starting a school. Section 4, the financial plan, will include
whether the school will be nonprofit or for-profit
how much funding it will need to operate effectively
how the money will be obtained
Be sure to have a solid business plan in place before seeking funding. Donors will feel more comfortable contributing if they know how you are using their money.
Funding and hiring go hand in hand since part of the budget you will create will go toward paying your faculty and staff for their time and expertise. Be sure you know how much you can afford to pay before you begin bringing people on board.
Hiring personnel
Don’t forget to establish clear criteria for screening potential employees. Regardless of your school’s mission, you’ll want to be certain those on your payroll are in alignment with them. This benefits the students who will walk your hallways and you and the staff members you hire.
Survey your committee members to try to find human-resources expertise. Also, consider reaching out to administrators of other schools for advice on what criteria to establish. While you build a network of private school experts, it helps to join a national or regional private school association, such as the National Association of Independent Schools (NAIS). Take advantage of the connections and networking opportunities that membership creates.
Scout out potential faculty and staff members who not only align with your school’s mission but also have the proper degrees, licensure, and certifications, as required by your state. Post ads on education-specific job boards and attend teacher job fairs. Once you’ve begun hiring, don’t forget to implement training or orientation sessions to familiarize employees with the school’s values, policies, and expectations.
Registering the school
Last, you’ll need to register your school with the state. Each U.S. state has different regulations and accreditations that a school must meet. You’ll need to do thorough research on what the applicable state deems necessary for your school to open its doors. Start by consulting the U.S. Department of Education’s private and home school state regulation map.
It never hurts to enlist the aid of a reliable legal professional to help you navigate this step of the process. You’ll want to be sure all of your bases are covered, so you don’t violate any education laws.
How to find prospective students
Finally, address the most important part of any school: the students. Making yourself familiar with the ins and outs of private school marketing is one of the best ways to attract your desired demographic.
While word of mouth and community engagement go a long way in establishing any new business, don’t underestimate the value of a strong social media presence and user-friendly website. Be sure your brand is clear, and let prospective students and their parents know what makes your school stand out from the rest.
Start planning your private school
Take a moment, consider your community, and envision what kind of school your area could benefit from having. Is there a need you feel you can fulfill? If the answer is yes, start your process and move one step at a time. With thorough and proper research on every aspect of how to start a private school, you’ll certainly find success.","","",""
"What technical analysis tools do professional traders use to make money in the stock market?","","","","","","","Oct 23","https://www.quora.com/What-technical-analysis-tools-do-professional-traders-use-to-make-money-in-the-stock-market/answer/Martha-Stokes-10",""
"What are some of the difficulties in making money from investing in the stock market, and what are some possible solutions?","","","","","","","Oct 27","https://www.quora.com/What-are-some-of-the-difficulties-in-making-money-from-investing-in-the-stock-market-and-what-are-some-possible-solutions/answer/Martha-Stokes-10",""
"How can I become rich?","","","","","","","Oct 26","https://www.quora.com/How-can-I-become-rich-8/answer/Chong-96",""
"Who owns houses in the hood or in really bad areas? Like do people actually buy houses to rent them out despite knowing the issues that can come from owning a house in such an area?","","","","","","","Oct 7","https://www.quora.com/Who-owns-houses-in-the-hood-or-in-really-bad-areas-Like-do-people-actually-buy-houses-to-rent-them-out-despite-knowing-the-issues-that-can-come-from-owning-a-house-in-such-an-area/answer/Belinda-Stoner",""
"What is the best financial advice you ever received for getting wealthy?","","","","","","","Oct 20","https://www.quora.com/What-is-the-best-financial-advice-you-ever-received-for-getting-wealthy/answer/Doug-Hoiles",""
"What are some financial tips that everyone should know?","","","","","","","Oct 24","https://www.quora.com/What-are-some-financial-tips-that-everyone-should-know/answer/Hussain-Sheikh-7",""
"Why do people believe in money which is not even paper?","","","","","","","Oct 25","https://www.quora.com/Why-do-people-believe-in-money-which-is-not-even-paper/answer/Steve-Baker-100",""
"What are some differences between rich people's mindsets and poor people's mindsets?","","","","","","","Oct 26","https://www.quora.com/What-are-some-differences-between-rich-peoples-mindsets-and-poor-peoples-mindsets/answer/KeAun",""
"What is a photo that is worth a thousand?","","","","","","","Oct 5","https://www.quora.com/What-is-a-photo-that-is-worth-a-thousand/answer/Zainab-Saeed-160",""
"What are some differences between rich people's mindsets and poor people's mindsets?","","","","","","","Oct 26","https://www.quora.com/What-are-some-differences-between-rich-peoples-mindsets-and-poor-peoples-mindsets/answer/Melinda-Gwin",""
"What are some good indicators or methods for predicting short term price movements in stocks using technical analysis?","","","","","","","Oct 23","https://www.quora.com/What-are-some-good-indicators-or-methods-for-predicting-short-term-price-movements-in-stocks-using-technical-analysis/answer/Martha-Stokes-10",""
"Why do communists insist that real communism has never been tried?","","","","","","","2y","https://www.quora.com/Why-do-communists-insist-that-real-communism-has-never-been-tried/answer/Marcus-Troyka",""
"Why do people buy houses that are cheaper in further areas only to drive an hour to work? Is it worth it?","","","","","","","Oct 23","https://www.quora.com/Why-do-people-buy-houses-that-are-cheaper-in-further-areas-only-to-drive-an-hour-to-work-Is-it-worth-it/answer/Mary-Weinberg-7",""
"If I started a site where each person donated me a dollar until I had a million dollars, then we start on the next member until they were a millionaire and so on, could this be done?","","","","","","","Oct 24","https://www.quora.com/If-I-started-a-site-where-each-person-donated-me-a-dollar-until-I-had-a-million-dollars-then-we-start-on-the-next-member-until-they-were-a-millionaire-and-so-on-could-this-be-done/answer/Franklin-Veaux",""
"Why do wealthy families hardly last for more than three generations?","","","","","","","Nov 12","https://www.quora.com/Why-do-wealthy-families-hardly-last-for-more-than-three-generations/answer/Raymond-Arnold-27",""
"What are the best books to read about trading?","","","","","","","Nov 2","https://www.quora.com/What-are-the-best-books-to-read-about-trading/answer/Martha-Stokes-10",""
"What does it take to be a successful trader in stocks, options, and futures? What qualities should a person look for in themselves before embarking on this career path?","","","","","","","Oct 22","https://www.quora.com/What-does-it-take-to-be-a-successful-trader-in-stocks-options-and-futures-What-qualities-should-a-person-look-for-in-themselves-before-embarking-on-this-career-path/answer/Martha-Stokes-10",""
"What does it mean to be long or short in the stock market? How can one tell if they are long or short at any given time?","","","","","","","Oct 23","https://www.quora.com/What-does-it-mean-to-be-long-or-short-in-the-stock-market-How-can-one-tell-if-they-are-long-or-short-at-any-given-time/answer/Martha-Stokes-10",""
"Should I just drop out of college right now since Bill Gates and Mark Zuckerberg are successful without it?","","","","","","","7y","https://www.quora.com/Should-I-just-drop-out-of-college-right-now-since-Bill-Gates-and-Mark-Zuckerberg-are-successful-without-it/answer/Matt-Duckworth-10",""
"How long would 1 billion dollars last the average person?","","","","","","","Oct 15","https://www.quora.com/How-long-would-1-billion-dollars-last-the-average-person/answer/Viktor-371",""
"Why did lawyers and real estate brokers have such bad relationships in the 1940s-1970s?","","","","","","","Oct 11","https://www.quora.com/Why-did-lawyers-and-real-estate-brokers-have-such-bad-relationships-in-the-1940s-1970s/answer/Steven-Haddock",""
"How much money do you make off Quora's new partner program weekly?","","","","","","","Oct 22","https://www.quora.com/How-much-money-do-you-make-off-Quoras-new-partner-program-weekly/answer/Michelle-MAD-PIRATE-QUEEN",""
"What are the best ways to improve your personality?","","","","","","","Oct 17","https://www.quora.com/What-are-the-best-ways-to-improve-your-personality-1/answer/Sean-Kernan",""
"Why did the recent bear market recover so quickly?","","","","","","","2y","https://www.quora.com/Why-did-the-recent-bear-market-recover-so-quickly/answer/Aaron-Brown-165",""
"Why is Canada's quality of life so high?","","","","","","","Aug 12","https://www.quora.com/Why-is-Canadas-quality-of-life-so-high/answer/Steven-Haddock",""
"Is it true that the more money you have, the richer you will get? How much on the average would get an average person going?","","","","","","","6y","https://www.quora.com/Is-it-true-that-the-more-money-you-have-the-richer-you-will-get-How-much-on-the-average-would-get-an-average-person-going/answer/Bernie-Klinder",""
"How do I develop the mindset of a billionaire when I'm 19?","","","","","","","Oct 19","https://entrepreneurial-mindset.quora.com/How-do-I-develop-the-mindset-of-a-billionaire-when-Im-19-2",""
"I want to start a business, but I'm too shy to start. Is there a way to get rid of that shame?","","","","","","","Oct 19","https://entrepreneurial-mindset.quora.com/I-want-to-start-a-business-but-Im-too-shy-to-start-Is-there-a-way-to-get-rid-of-that-shame-1",""
"How can I participate in the stock market with a guarantee of no losses?","","","","","","","Oct 23","https://www.quora.com/How-can-I-participate-in-the-stock-market-with-a-guarantee-of-no-losses/answer/Martha-Stokes-10",""
"Is it normal that earning multiples turn negative for some companies during a bear market rally?","","","","","","","Oct 23","https://www.quora.com/Is-it-normal-that-earning-multiples-turn-negative-for-some-companies-during-a-bear-market-rally/answer/Martha-Stokes-10",""
"What are some good websites for free stock market data?","","","","","","","Sep 27","https://www.quora.com/What-are-some-good-websites-for-free-stock-market-data/answer/Martha-Stokes-10",""
"Can you give some psychological tips for traders that have helped you personally?","","","","","","","Oct 23","https://www.quora.com/Can-you-give-some-psychological-tips-for-traders-that-have-helped-you-personally/answer/Martha-Stokes-10",""
"What are the best ways to invest money?","","","","","","","Oct 19","https://www.quora.com/What-are-the-best-ways-to-invest-money-1/answer/Bernard-300",""
"Are Canadians richer than Americans? Their quality of life is better than Americans they're the number 1 country in the world for quality of life and make and get way more money than any American.","","","","","","","Oct 12","https://www.quora.com/Are-Canadians-richer-than-Americans-Their-quality-of-life-is-better-than-Americans-theyre-the-number-1-country-in-the-world-for-quality-of-life-and-make-and-get-way-more-money-than-any-American/answer/Steven-Haddock",""
"Can a wealthy person be a Communist?","","","","","","","Oct 15","https://www.quora.com/Can-a-wealthy-person-be-a-Communist/answer/Justin-Schwartz-3",""
"What is the biggest ""slap in the face"" value a realtor gave you when trying to list your home, or a buyer's realtor gave you when placing an offer on your home?","","","","","","","Oct 2","https://www.quora.com/What-is-the-biggest-slap-in-the-face-value-a-realtor-gave-you-when-trying-to-list-your-home-or-a-buyers-realtor-gave-you-when-placing-an-offer-on-your-home/answer/Peter-Trask-6",""
"Is there a way to be rich, but not famous? If so, how?","","","","","","","5y","https://www.quora.com/Is-there-a-way-to-be-rich-but-not-famous-If-so-how/answer/Jon-Mixon-1",""
"If a picture is worth a thousand words, then is a motion picture worth a million?","","","","","","","Oct 9","https://www.quora.com/If-a-picture-is-worth-a-thousand-words-then-is-a-motion-picture-worth-a-million/answer/Franklin-Veaux",""
"Should there be a cap of inherited wealth at what the average person makes in their lifetime?","","","","","","","Oct 15","https://www.quora.com/Should-there-be-a-cap-of-inherited-wealth-at-what-the-average-person-makes-in-their-lifetime/answer/Chris-Bast",""
"What was the cheapest invention made that made millions, or better yet, billions?","","","","","","","Oct 14","https://www.quora.com/What-was-the-cheapest-invention-made-that-made-millions-or-better-yet-billions/answer/Thomas-Cayne-1",""
"How do you become rich without becoming an entrepreneur?","","","","","","","Oct 17","https://www.quora.com/How-do-you-become-rich-without-becoming-an-entrepreneur/answer/Josh-Gwin-1",""
"What method have you been using to analyze and attain successful trades?","","","","","","","Oct 23","https://www.quora.com/What-method-have-you-been-using-to-analyze-and-attain-successful-trades/answer/Martha-Stokes-10",""
"What is volatility trading? Can one make money from it effectively and consistently?","","","","","","","Oct 23","https://www.quora.com/What-is-volatility-trading-Can-one-make-money-from-it-effectively-and-consistently/answer/Martha-Stokes-10",""
"Why are Leonard and Sheldon on The Big Bang Theory so poor? They share an apartment, drive an old car. I was under the impression that scientists make decent money, at least more money than pharmaceutical reps like Penny.","","","","","","","Oct 13","https://www.quora.com/Why-are-Leonard-and-Sheldon-on-The-Big-Bang-Theory-so-poor-They-share-an-apartment-drive-an-old-car-I-was-under-the-impression-that-scientists-make-decent-money-at-least-more-money-than-pharmaceutical-reps-like/answer/Franklin-Veaux",""
"Why did Mark Zuckerberg and Bill Gates drop out of university, when they could have worked while still in school by extending their degree?","","","","","","","1y","https://www.quora.com/Why-did-Mark-Zuckerberg-and-Bill-Gates-drop-out-of-university-when-they-could-have-worked-while-still-in-school-by-extending-their-degree/answer/Joshua-Gross-8",""
"How has Dr. Fauci become so wealthy working for the federal government?","","","","","","","Oct 1","https://www.quora.com/How-has-Dr-Fauci-become-so-wealthy-working-for-the-federal-government/answer/Steven-Haddock",""
"What did Bill Gates and Mark Zuckerberg do in their teenager years (13 -20)?","","","","","","","5y","https://www.quora.com/What-did-Bill-Gates-and-Mark-Zuckerberg-do-in-their-teenager-years-13-20/answer/Dakini-Alexandra-Isenegger",""
"How do I get investors to invest in me and my ideas?","","","","","","","Oct 15","https://lucrativebusinessideas.quora.com/How-do-I-get-investors-to-invest-in-me-and-my-ideas-1",""
"How can you tell if a broker is recommending a stock?","","","","","","","Oct 23","https://www.quora.com/How-can-you-tell-if-a-broker-is-recommending-a-stock/answer/Martha-Stokes-10",""
"How do I locate a list of stocks that have a high likelihood of moving up or down the most during an upcoming session?","","","","","","","Oct 13","https://www.quora.com/How-do-I-locate-a-list-of-stocks-that-have-a-high-likelihood-of-moving-up-or-down-the-most-during-an-upcoming-session/answer/Martha-Stokes-10",""
"What is a short-term bear market?","","","","","","","Oct 23","https://www.quora.com/What-is-a-short-term-bear-market/answer/Martha-Stokes-10",""
"How are smart investors handling the current market conditions?","","","","","","","Oct 23","https://www.quora.com/How-are-smart-investors-handling-the-current-market-conditions/answer/Martha-Stokes-10",""
"What are some ways we can use machine learning and artificial intelligence for algorithmic trading in the stock market?","","","","","","","Oct 23","https://www.quora.com/What-are-some-ways-we-can-use-machine-learning-and-artificial-intelligence-for-algorithmic-trading-in-the-stock-market/answer/Martha-Stokes-10",""
"Why are Leonard and Sheldon on The Big Bang Theory so poor? They share an apartment, drive an old car. I was under the impression that scientists make decent money, at least more money than pharmaceutical reps like Penny.","","","","","","","Oct 13","https://www.quora.com/Why-are-Leonard-and-Sheldon-on-The-Big-Bang-Theory-so-poor-They-share-an-apartment-drive-an-old-car-I-was-under-the-impression-that-scientists-make-decent-money-at-least-more-money-than-pharmaceutical-reps-like/answer/Steven-Haddock",""
"What is the difference between using Bollinger bands on daily charts versus other timeframes?","","","","","","","Oct 23","https://www.quora.com/What-is-the-difference-between-using-Bollinger-bands-on-daily-charts-versus-other-timeframes/answer/Martha-Stokes-10",""
"How can an individual build his own algorithmic trading strategy and start making money from it?","","","","","","","Oct 13","https://www.quora.com/How-can-an-individual-build-his-own-algorithmic-trading-strategy-and-start-making-money-from-it/answer/Martha-Stokes-10",""
"How can I earn lots of money?","","","","","","","Aug 13","https://www.quora.com/How-can-I-earn-lots-of-money/answer/Faith-Chuks-7",""
"How is it that Mark Zuckerberg and Bill Gates were able to drop out of college and become billionaires, but regular people who do so don't ever reach that level of wealth?","","","","","","","2y","https://www.quora.com/How-is-it-that-Mark-Zuckerberg-and-Bill-Gates-were-able-to-drop-out-of-college-and-become-billionaires-but-regular-people-who-do-so-dont-ever-reach-that-level-of-wealth/answer/Robin-Hubbard-6",""
"How does a billionaire like Elon Musk pay for his daily expenses?","","","","","","","Oct 12","https://www.quora.com/How-does-a-billionaire-like-Elon-Musk-pay-for-his-daily-expenses/answer/Steve-Baker-100",""
"Do you know anybody who lost his life savings playing the stock market? What happened afterward?","","","","","","","2y","https://www.quora.com/Do-you-know-anybody-who-lost-his-life-savings-playing-the-stock-market-What-happened-afterward/answer/Ross-1079",""
"Is it possible to make money consistently in the stock market without any prior experience or knowledge of technical analysis? If it is possible, how can it be done?","","","","","","","Oct 13","https://www.quora.com/Is-it-possible-to-make-money-consistently-in-the-stock-market-without-any-prior-experience-or-knowledge-of-technical-analysis-If-it-is-possible-how-can-it-be-done/answer/Martha-Stokes-10",""
"What are some ways we can use machine learning and artificial intelligence for algorithmic trading in the stock market?","","","","","","","Oct 23","https://www.quora.com/What-are-some-ways-we-can-use-machine-learning-and-artificial-intelligence-for-algorithmic-trading-in-the-stock-market/answer/Martha-Stokes-10",""
"What are some indicators that can tell us when to enter into a trade, and whether the trade will be an up trend or down trend?","","","","","","","Oct 23","https://www.quora.com/What-are-some-indicators-that-can-tell-us-when-to-enter-into-a-trade-and-whether-the-trade-will-be-an-up-trend-or-down-trend/answer/Martha-Stokes-10",""
"Is it objectively better to be rich or famous than very intelligent?","","","","","","","Oct 5","https://www.quora.com/Is-it-objectively-better-to-be-rich-or-famous-than-very-intelligent/answer/Ivee-Nia",""
"Has the New York AG ever heard of a commercial real estate appraisal? Since appraisals are used to underwrite loans, how exactly could Trump have ""misrepresented the value?""","","","","","","","Oct 15","https://www.quora.com/Has-the-New-York-AG-ever-heard-of-a-commercial-real-estate-appraisal-Since-appraisals-are-used-to-underwrite-loans-how-exactly-could-Trump-have-misrepresented-the-value/answer/Ross-Cohen-1",""
"Do the rich stay rich because they live like they’re poor?","","","","","","","Oct 8","https://www.quora.com/Do-the-rich-stay-rich-because-they-live-like-they-re-poor/answer/Mike-Richmond-1",""
"What's trashy if you're rich, but classy if you're poor?","","","","","","","Oct 5","https://www.quora.com/Whats-trashy-if-youre-rich-but-classy-if-youre-poor/answer/Srinath-Nalluri",""
